"time","open","close","high","low","volume","turnover"
"2023-12-26 22:05","0.09","0.09028","0.09028","0.08976","4059.658","366.122504317"
"2023-12-26 22:10","0.08965","0.08956","0.08965","0.08956","501.1793","44.889536853"
"2023-12-26 22:15","0.09015","0.09068","0.09068","0.09015","4929.008","445.802986244"
"2023-12-26 22:20","0.09009","0.09009","0.09009","0.09009","16.0344","1.444539096"
"2023-12-26 22:25","0.09009","0.09009","0.09009","0.09009","0","0"
"2023-12-26 22:30","0.09009","0.09009","0.09009","0.09009","0","0"
"2023-12-26 22:35","0.09022","0.09022","0.09022","0.09022","1116","100.68552"
"2023-12-26 22:40","0.09022","0.09022","0.09022","0.09022","0","0"
"2023-12-26 22:45","0.09022","0.09022","0.09022","0.09022","0","0"
"2023-12-26 22:50","0.09022","0.09022","0.09022","0.09022","0","0"
"2023-12-26 22:55","0.09068","0.09068","0.09068","0.09068","81.0278","7.347600904"
"2023-12-26 23:00","0.09068","0.09068","0.09068","0.09068","0","0"
"2023-12-26 23:05","0.09068","0.09068","0.09068","0.09068","0","0"
"2023-12-26 23:10","0.09068","0.09068","0.09068","0.09068","0","0"
"2023-12-26 23:15","0.09068","0.09068","0.09068","0.09068","0","0"
"2023-12-26 23:20","0.09068","0.09068","0.09068","0.09068","0","0"
"2023-12-26 23:25","0.09068","0.09068","0.09068","0.09068","0","0"
"2023-12-26 23:30","0.09009","0.09009","0.09009","0.09009","81.0278","7.299794502"
"2023-12-26 23:35","0.09009","0.09007","0.09009","0.09007","440.2235","39.659041263"
"2023-12-26 23:40","0.09007","0.09007","0.09007","0.09007","0","0"
"2023-12-26 23:45","0.09007","0.09007","0.09007","0.09007","0","0"
"2023-12-26 23:50","0.09002","0.08986","0.09002","0.08986","100","8.991745318"
"2023-12-26 23:55","0.08986","0.08986","0.08986","0.08986","350.0856","31.458692016"
"2023-12-27 00:00","0.08986","0.08986","0.08986","0.08986","0","0"
"2023-12-27 00:05","0.08986","0.08986","0.08986","0.08986","0","0"
